method_name,num_steps,num_groups,num_removes,total_constraints,avg_constraints_per_step,max_constraints_per_step,num_cache_alg_steps,num_free_layer_steps,symmetry_depth,num_symmetry_orientations,num_edge_constraints,num_corner_constraints,num_orientation_constraints,constraint_type_diversity,score
rand_d685e935,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020367
rand_a11c5bcf,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.022124
rand_5fefba7e,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019802
rand_7413bec2,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019802
rand_f9e8cf68,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019841
rand_0ec2fa67,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02008
rand_df0e7a82,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020747
rand_0ddb0a97,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021277
rand_7cc2f2a5,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020408
rand_f523d4e5,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019417
rand_2d6f1a78,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020747
rand_72ece9a3,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021645
rand_ad0ecbd9,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020661
rand_35d77d77,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021322
rand_d89bb35e,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020619
rand_9eaddaa2,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020367
rand_63b900d6,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02004
rand_f53067f5,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020661
rand_83932222,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019417
rand_991df126,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.01912
rand_424d8e82,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.01992
rand_28c5b89f,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020408
rand_d86186be,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021053
rand_927efa98,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020833
rand_1af98432,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020325
rand_a8191e7e,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020367
rand_00c8759c,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020121
rand_4e5cc58e,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.022075
rand_80a6db4c,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02045
rand_12ec5606,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021053
rand_b3e68d5e,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020284
rand_10be4bdd,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019569
rand_47ad3685,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019881
rand_7a174626,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019455
rand_f1e9f382,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021186
rand_ecc7e00c,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021459
rand_d2576395,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020408
rand_9a8a4a2f,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020243
rand_e7a91f95,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.01912
rand_671b0532,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020161
rand_df108888,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020833
rand_94e378ed,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021322
rand_4e8d65f6,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020877
rand_e1b79fcb,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020833
rand_04d0c642,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02045
rand_bc3678ed,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020576
rand_b72b564d,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020408
rand_1d13d969,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021142
rand_d3adb14d,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021598
rand_f973e906,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019802
rand_6c8be711,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02193
rand_94e8556b,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019685
rand_c3d33ea1,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020534
rand_03a1816e,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019685
rand_98f7d8c3,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021186
rand_9f655f28,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020619
rand_3f766290,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019724
rand_6d0f8a31,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019763
rand_10e6fda2,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02
rand_6dd92d29,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021645
rand_381b22d6,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020367
rand_ca2c0804,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020534
rand_2a0fca2b,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019724
rand_bf19bf64,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021277
rand_d13c03ad,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019841
rand_bf28d16f,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021413
rand_dfb5dba2,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021053
rand_14e10fe5,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020921
rand_db9af0ed,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021645
rand_ed32d044,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021322
rand_1b5211c3,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020325
rand_7f023d6e,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020534
rand_a1c1f7dc,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02
rand_348d9510,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020921
rand_6af821b1,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021142
rand_3590d7f7,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.01996
rand_9adce40f,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020243
rand_65a819a4,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02045
rand_6720ec13,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020877
rand_da6c05bd,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019342
rand_46e3dd5d,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02045
rand_9961406e,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019646
rand_2974e3eb,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020619
rand_73b09b84,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02004
rand_eafb9e2c,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020202
rand_15c12ad9,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021368
rand_2463726e,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02193
rand_fad31b8f,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.01938
rand_903bb63c,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019763
rand_e85fcf16,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02079
rand_d73beb24,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021413
rand_3ab35d07,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02008
rand_17fda701,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020325
rand_1c25da57,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02008
rand_7b488481,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020367
rand_e5ea21d1,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019763
rand_ba9a1fc2,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019569
rand_acf49d77,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020161
rand_dfe5372c,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021008
rand_1fe8052c,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019157
rand_2d5f5933,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019802
rand_4df350ec,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.022026
rand_632d2ba3,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021097
rand_122c8c8b,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.018904
rand_4e3df5b2,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020661
rand_23421c8a,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019194
rand_dd204892,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020534
rand_2b4f0d79,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021322
rand_9fb8e3dc,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021459
rand_4761a238,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019342
rand_8acda991,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021277
rand_c84ab83a,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021008
rand_1075c1b4,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020325
rand_868367d5,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019724
rand_456ff931,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019417
rand_e3fca6ef,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019569
rand_d3b8a654,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020619
rand_b1c0b0ec,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.01938
rand_642f76a7,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021368
rand_3e4e4723,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020325
rand_03fe171c,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019194
rand_c16bea96,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021413
rand_6d479e40,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02
rand_d2a3d2f5,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019881
rand_1688e918,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019685
rand_154cb666,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02004
rand_0db777d1,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019569
rand_a4f3b7ee,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021008
rand_55ccc092,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019646
rand_4ba5309c,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020408
rand_ed423192,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020534
rand_72a49bfa,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021008
rand_c6954ea0,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02079
rand_bcf39ff8,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020202
rand_8cc46d82,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019881
rand_15177839,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019084
rand_552e7d13,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020877
rand_6f7769a5,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019231
rand_ce538a47,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.01996
rand_c07c1651,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021097
rand_8bf86eda,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019569
rand_d90ccce4,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020367
rand_d88d43b8,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020877
rand_19f81829,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02079
rand_b2d151fa,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019455
rand_c217817d,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020747
rand_a43c144d,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020704
rand_5420ad98,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019084
rand_14e03b1f,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020161
rand_d35af265,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019084
rand_9ad379b5,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021186
rand_93bc8b33,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.01992
rand_392670b5,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020367
rand_22b1e7ad,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021978
rand_1753a403,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021368
rand_a5c15425,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019763
rand_0c65ca38,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02008
rand_cf5d3be7,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021645
rand_1a703d73,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.01992
rand_632581e0,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.022422
rand_0dd75677,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.018832
rand_23f2783b,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020704
rand_e7fed7bc,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021186
rand_d67b11b8,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019455
rand_b0f0440d,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021008
rand_d9b69be9,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020661
rand_2a52fa62,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020492
rand_fdb81481,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019724
rand_fbfc059d,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020325
rand_0e376487,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019841
rand_920581b6,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020408
rand_9799f570,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020408
rand_3dea8464,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019841
rand_3262790a,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021786
rand_c942a86d,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020877
rand_169e8c36,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019763
rand_ed1c96ff,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020921
rand_20905422,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.01938
rand_62fdc16b,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019531
rand_ce0854ce,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021598
rand_3378bca8,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021097
rand_3d2c798d,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020534
rand_6caf3063,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02008
rand_9006ea99,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019569
rand_c3193d11,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020161
rand_49adfe18,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020161
rand_e59b77dc,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020619
rand_737d4a39,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020619
rand_9bf0817c,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020877
rand_12f7535b,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021322
rand_09636ec9,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02
rand_1b05fc19,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019841
rand_f2ce7536,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019841
rand_1b4d2fc3,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019608
rand_c1026ada,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021322
rand_abb4fee0,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021413
rand_c6e29ba9,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021505
rand_245650b7,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020161
rand_b44b7c2d,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019841
rand_b08382ba,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02193
rand_a9340907,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019802
rand_32a4b295,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020243
rand_faeffbd6,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021786
rand_649a177d,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021368
rand_a47e65f5,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02079
rand_3e658cdd,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021692
rand_408c7963,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019417
rand_28657641,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020877
rand_9b36bd8d,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021786
rand_a807796b,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020576
rand_dfb87211,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020964
rand_2bbeb3c7,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021368
rand_3bcddff7,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02004
rand_e982dbcc,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020325
rand_8373b5da,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021978
rand_007d9a73,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021008
rand_cef35fb8,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021186
rand_cbdd8c28,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020325
rand_92840de8,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020619
rand_9b7a8f74,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020877
rand_264c72c7,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019531
rand_0d8279b3,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020492
rand_24ac30e2,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020576
rand_92d5c00b,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019724
rand_8a9e241e,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.018657
rand_378f338a,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019531
rand_8e2d8f3f,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02
rand_8437a107,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.018975
rand_7d905680,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020121
rand_d49ce184,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021097
rand_44c1a68f,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021505
rand_c58a2d75,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019685
rand_5d273268,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020964
rand_e0222b85,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021739
rand_56e4ea7a,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019493
rand_a95f8aa7,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020325
rand_2c3d14dd,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021786
rand_7c4d30a8,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019802
rand_b5c57249,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021978
rand_ae3d0213,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020161
rand_ee4aa99f,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020833
rand_f651a8dd,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020576
rand_878b3235,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019417
rand_e14dbcd3,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020534
rand_6ec213fe,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019881
rand_66564cfa,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021231
rand_0f76b2fc,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.01992
rand_69114e4a,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019084
rand_7fa9b82c,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019724
rand_ed9c5213,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020921
rand_845825ed,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02008
rand_9260eb6c,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021186
rand_126c4a56,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.022727
rand_c063e26c,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020243
rand_fb6400ac,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.02079
rand_5f278a72,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.022779
rand_8d108ff2,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021368
rand_c1dcdfb5,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019569
rand_0afce6d1,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020747
rand_ff9464c2,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.018622
rand_79d352c0,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020833
rand_9be5f1b1,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021505
rand_ede4f88f,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021459
rand_46b46d86,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020325
rand_03fc8112,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021459
rand_34e2654f,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019157
rand_5a1d2de9,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.01996
rand_8aa889c7,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.019724
rand_f829423e,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020619
rand_1d789cd2,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021277
rand_06c9e6f5,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021008
rand_c6d792e3,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021692
rand_0725f824,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021277
rand_3c052cda,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021786
rand_1d051763,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.020576
rand_d64c0a62,5,0,0,20,4.0,4,0,0,1,0,12,8,0,2,0.021645
