method,total_solves,avg_total_moves,num_steps,avg_moves_per_step,num_algs,score
rand_1a093767,10,47.2,5,9.44,0,0.021186
rand_e0cc7459,10,46.5,5,9.3,0,0.021505
rand_196fe273,10,47.3,5,9.46,0,0.021142
rand_1012595c,10,51.6,5,10.32,0,0.01938
rand_461cccb1,10,48.9,5,9.78,0,0.02045
rand_20bf55f3,10,49.4,5,9.88,0,0.020243
rand_ff5de21f,10,52.8,5,10.56,0,0.018939
rand_8a2d6642,10,47.6,5,9.52,0,0.021008
rand_b9a3d86f,10,46.5,5,9.3,0,0.021505
rand_bdb9c335,10,51.7,5,10.34,0,0.019342
rand_bf88ef69,10,50.8,5,10.16,0,0.019685
rand_ab1200b3,10,48.0,5,9.6,0,0.020833
rand_fca4d9c3,10,48.1,5,9.62,0,0.02079
rand_7ea5eb8c,10,47.9,5,9.58,0,0.020877
rand_b022e04a,10,50.2,5,10.04,0,0.01992
rand_8aac2e9f,10,50.3,5,10.06,0,0.019881
rand_1b69d682,10,46.6,5,9.32,0,0.021459
rand_1d3074b8,10,46.0,5,9.2,0,0.021739
rand_1e45a097,10,48.0,5,9.6,0,0.020833
rand_62e02933,10,49.1,5,9.82,0,0.020367
rand_ad53adbd,10,49.7,5,9.94,0,0.020121
rand_44219ce7,10,49.7,5,9.94,0,0.020121
rand_ad258369,10,49.5,5,9.9,0,0.020202
rand_77297b0c,10,50.7,5,10.14,0,0.019724
rand_f62f4660,10,47.3,5,9.46,0,0.021142
rand_cd6de02b,10,47.2,5,9.44,0,0.021186
rand_12359cc7,10,47.8,5,9.56,0,0.020921
rand_5fad897f,10,48.3,5,9.66,0,0.020704
rand_c5d1168f,10,48.8,5,9.76,0,0.020492
rand_0cd6c188,10,48.4,5,9.68,0,0.020661
rand_3fc94468,10,50.3,5,10.06,0,0.019881
rand_011c108a,10,49.5,5,9.9,0,0.020202
rand_6a10562b,10,47.6,5,9.52,0,0.021008
rand_6184f08f,10,48.4,5,9.68,0,0.020661
rand_5e5b9049,10,49.2,5,9.84,0,0.020325
rand_3b8e4b66,10,47.6,5,9.52,0,0.021008
rand_e2f0e121,10,48.4,5,9.68,0,0.020661
rand_e871088a,10,49.4,5,9.88,0,0.020243
rand_cd05f7ea,10,47.4,5,9.48,0,0.021097
rand_dfd99498,10,51.6,5,10.32,0,0.01938
rand_95ca7e94,10,47.1,5,9.42,0,0.021231
rand_e49d8af1,10,50.8,5,10.16,0,0.019685
rand_52614057,10,48.5,5,9.7,0,0.020619
rand_90c04f71,10,49.9,5,9.98,0,0.02004
rand_7b3b2891,10,51.3,5,10.26,0,0.019493
rand_c17fc33b,10,50.2,5,10.04,0,0.01992
rand_06ede3d0,10,47.7,5,9.54,0,0.020964
rand_4b499bb5,10,47.7,5,9.54,0,0.020964
rand_7c2cc4b8,10,49.2,5,9.84,0,0.020325
rand_b0b1565a,10,47.1,5,9.42,0,0.021231
rand_c5201371,10,49.5,5,9.9,0,0.020202
rand_753aceb2,10,48.8,5,9.76,0,0.020492
rand_9dcf5157,10,47.4,5,9.48,0,0.021097
rand_543c4b9b,10,48.0,5,9.6,0,0.020833
rand_ca83ef0f,10,49.1,5,9.82,0,0.020367
rand_6ac3dcec,10,48.6,5,9.72,0,0.020576
rand_87aa2383,10,48.3,5,9.66,0,0.020704
rand_e8ad3a6b,10,48.7,5,9.74,0,0.020534
rand_1c540d89,10,44.8,5,8.96,0,0.022321
rand_c4e4d132,10,47.2,5,9.44,0,0.021186
rand_66a80b62,10,49.1,5,9.82,0,0.020367
rand_8f1c4e12,10,46.6,5,9.32,0,0.021459
rand_5ed164e3,10,50.5,5,10.1,0,0.019802
rand_63a6634e,10,49.9,5,9.98,0,0.02004
rand_6bfaaef2,10,48.9,5,9.78,0,0.02045
rand_1d710ed1,10,49.3,5,9.86,0,0.020284
rand_561b6c62,10,49.2,5,9.84,0,0.020325
rand_e120bcf3,10,47.5,5,9.5,0,0.021053
rand_83ce366e,10,50.4,5,10.08,0,0.019841
rand_02058ed7,10,45.5,5,9.1,0,0.021978
rand_fbe498de,10,50.1,5,10.02,0,0.01996
rand_f14ff491,10,49.7,5,9.94,0,0.020121
rand_e53eb7e7,10,49.7,5,9.94,0,0.020121
rand_cc481749,10,46.7,5,9.34,0,0.021413
rand_5e819f94,10,48.6,5,9.72,0,0.020576
rand_052ce463,10,47.0,5,9.4,0,0.021277
rand_50b0cc06,10,51.4,5,10.28,0,0.019455
rand_7d4547c1,10,48.3,5,9.66,0,0.020704
rand_656019bc,10,47.2,5,9.44,0,0.021186
rand_0c5663af,10,47.3,5,9.46,0,0.021142
rand_2c6c57fc,10,47.2,5,9.44,0,0.021186
rand_b03da4a7,10,48.3,5,9.66,0,0.020704
rand_a8ec642c,10,47.6,5,9.52,0,0.021008
rand_9a8644f6,10,47.6,5,9.52,0,0.021008
rand_bfb7e969,10,51.7,5,10.34,0,0.019342
rand_03de5e5a,10,48.8,5,9.76,0,0.020492
rand_e2661266,10,47.4,5,9.48,0,0.021097
rand_de377544,10,49.7,5,9.94,0,0.020121
rand_939465be,10,48.6,5,9.72,0,0.020576
rand_c9d1d346,10,50.4,5,10.08,0,0.019841
rand_ceff4d43,10,47.7,5,9.54,0,0.020964
rand_cf2cb640,10,45.6,5,9.12,0,0.02193
rand_c82540af,10,49.0,5,9.8,0,0.020408
rand_937e3f6c,10,50.0,5,10.0,0,0.02
rand_171b0aaf,10,47.4,5,9.48,0,0.021097
rand_2588ab67,10,46.0,5,9.2,0,0.021739
rand_9976e35d,10,49.8,5,9.96,0,0.02008
rand_05854a1b,10,49.8,5,9.96,0,0.02008
rand_79a63562,10,50.1,5,10.02,0,0.01996
rand_b0316930,10,48.0,5,9.6,0,0.020833
rand_9d427b83,10,50.7,5,10.14,0,0.019724
rand_0936163a,10,49.9,5,9.98,0,0.02004
rand_15b30d26,10,47.6,5,9.52,0,0.021008
rand_b3d09584,10,48.3,5,9.66,0,0.020704
rand_9230308c,10,48.9,5,9.78,0,0.02045
rand_6fc8d2af,10,46.0,5,9.2,0,0.021739
rand_d769193f,10,50.1,5,10.02,0,0.01996
rand_9719e47e,10,49.6,5,9.92,0,0.020161
rand_2f29db34,10,47.5,5,9.5,0,0.021053
rand_fe8419b0,10,50.6,5,10.12,0,0.019763
rand_ebe82645,10,50.1,5,10.02,0,0.01996
rand_6da499e8,10,50.2,5,10.04,0,0.01992
rand_1e8dc42a,10,47.5,5,9.5,0,0.021053
rand_3356ee2c,10,53.7,5,10.74,0,0.018622
rand_db4c3958,10,51.1,5,10.22,0,0.019569
rand_7d1da561,10,50.9,5,10.18,0,0.019646
rand_691ae7b0,10,51.1,5,10.22,0,0.019569
rand_469f4932,10,47.9,5,9.58,0,0.020877
rand_780785da,10,48.3,5,9.66,0,0.020704
rand_be5cc789,10,46.9,5,9.38,0,0.021322
rand_bd54efb7,10,50.4,5,10.08,0,0.019841
rand_10bfe3be,10,50.4,5,10.08,0,0.019841
rand_05685078,10,48.4,5,9.68,0,0.020661
rand_39bdfd57,10,50.2,5,10.04,0,0.01992
rand_dcdd1dc1,10,46.4,5,9.28,0,0.021552
rand_bb40d21a,10,49.3,5,9.86,0,0.020284
rand_60aaa7ce,10,50.8,5,10.16,0,0.019685
rand_b374fa52,10,49.8,5,9.96,0,0.02008
rand_f9146fc2,10,49.1,5,9.82,0,0.020367
rand_3fab44b9,10,48.9,5,9.78,0,0.02045
rand_00acf46c,10,48.4,5,9.68,0,0.020661
rand_9c55f558,10,49.4,5,9.88,0,0.020243
rand_fd668b9e,10,51.1,5,10.22,0,0.019569
rand_c2c71edc,10,49.2,5,9.84,0,0.020325
rand_66594b4e,10,50.3,5,10.06,0,0.019881
rand_43e89e06,10,47.8,5,9.56,0,0.020921
rand_611f9667,10,47.4,5,9.48,0,0.021097
rand_062af007,10,48.2,5,9.64,0,0.020747
rand_ee6feeb4,10,51.0,5,10.2,0,0.019608
rand_f0fe4a7b,10,48.2,5,9.64,0,0.020747
rand_bc2dbbf2,10,51.0,5,10.2,0,0.019608
rand_976d5351,10,51.6,5,10.32,0,0.01938
rand_185c93ce,10,46.4,5,9.28,0,0.021552
rand_d933849d,10,41.9,5,8.38,0,0.023866
rand_f37dc2f1,10,49.7,5,9.94,0,0.020121
rand_dc309758,10,52.8,5,10.56,0,0.018939
rand_e0cdb293,10,49.6,5,9.92,0,0.020161
rand_0d47e3cd,10,48.6,5,9.72,0,0.020576
rand_00e30dd0,10,47.5,5,9.5,0,0.021053
rand_40ecc74d,10,51.9,5,10.38,0,0.019268
rand_a170470a,10,46.9,5,9.38,0,0.021322
rand_d2978472,10,49.7,5,9.94,0,0.020121
rand_d8cbc5de,10,46.4,5,9.28,0,0.021552
rand_23556787,10,48.8,5,9.76,0,0.020492
rand_be78665a,10,50.0,5,10.0,0,0.02
rand_a8917dcb,10,50.5,5,10.1,0,0.019802
rand_eeb21ff5,10,49.2,5,9.84,0,0.020325
rand_29032b17,10,52.6,5,10.52,0,0.019011
rand_becfbb62,10,49.5,5,9.9,0,0.020202
rand_13504a2b,10,48.9,5,9.78,0,0.02045
rand_8cb8d0ad,10,46.2,5,9.24,0,0.021645
rand_0e3044e2,10,48.6,5,9.72,0,0.020576
rand_42e0f485,10,46.5,5,9.3,0,0.021505
rand_e84d23fd,10,48.5,5,9.7,0,0.020619
rand_9112a630,10,47.5,5,9.5,0,0.021053
rand_a9db478e,10,47.6,5,9.52,0,0.021008
rand_43999d72,10,48.9,5,9.78,0,0.02045
rand_807b0a1a,10,46.7,5,9.34,0,0.021413
rand_7e4cf0f9,10,48.5,5,9.7,0,0.020619
rand_96879e54,10,50.4,5,10.08,0,0.019841
rand_64d106df,10,49.0,5,9.8,0,0.020408
rand_9fa684bd,10,48.2,5,9.64,0,0.020747
rand_9f8a6f9d,10,50.2,5,10.04,0,0.01992
rand_171c5208,10,48.4,5,9.68,0,0.020661
rand_e42db1e9,10,48.7,5,9.74,0,0.020534
rand_ed35727e,10,47.5,5,9.5,0,0.021053
rand_68ac2e36,10,47.7,5,9.54,0,0.020964
rand_0554f740,10,48.7,5,9.74,0,0.020534
rand_5ac8010e,10,49.1,5,9.82,0,0.020367
rand_ccc8b230,10,46.7,5,9.34,0,0.021413
rand_311ca13a,10,49.2,5,9.84,0,0.020325
rand_ae3b0e5a,10,46.9,5,9.38,0,0.021322
rand_bf1fa811,10,52.7,5,10.54,0,0.018975
rand_f9bc9920,10,46.3,5,9.26,0,0.021598
rand_99609e1b,10,46.9,5,9.38,0,0.021322
rand_b7166e00,10,47.4,5,9.48,0,0.021097
rand_2c5fc3c8,10,49.7,5,9.94,0,0.020121
rand_2647ede9,10,51.3,5,10.26,0,0.019493
rand_b82e344c,10,48.8,5,9.76,0,0.020492
rand_f016ade1,10,46.6,5,9.32,0,0.021459
rand_7fe49f80,10,49.9,5,9.98,0,0.02004
rand_0ccc928c,10,49.0,5,9.8,0,0.020408
rand_88e8cac8,10,47.8,5,9.56,0,0.020921
rand_563df3ac,10,49.8,5,9.96,0,0.02008
rand_7263ee98,10,49.4,5,9.88,0,0.020243
rand_6249f885,10,46.8,5,9.36,0,0.021368
rand_94d54de0,10,49.0,5,9.8,0,0.020408
rand_80a725c0,10,48.2,5,9.64,0,0.020747
rand_9de0f0d2,10,46.5,5,9.3,0,0.021505
rand_6d9ea0e1,10,50.6,5,10.12,0,0.019763
rand_f310abea,10,47.1,5,9.42,0,0.021231
rand_bd9eed27,10,51.9,5,10.38,0,0.019268
rand_435a5468,10,50.5,5,10.1,0,0.019802
rand_d64ba19a,10,51.2,5,10.24,0,0.019531
rand_96963aca,10,47.1,5,9.42,0,0.021231
rand_d8e8a53d,10,51.0,5,10.2,0,0.019608
rand_f50fda68,10,52.0,5,10.4,0,0.019231
rand_31f3d4cc,10,47.4,5,9.48,0,0.021097
rand_68ce910a,10,50.1,5,10.02,0,0.01996
rand_c9580317,10,47.1,5,9.42,0,0.021231
rand_9023e949,10,43.8,5,8.76,0,0.022831
rand_c46bb626,10,45.2,5,9.04,0,0.022124
rand_6cee7b3e,10,51.6,5,10.32,0,0.01938
rand_873e70dc,10,49.9,5,9.98,0,0.02004
rand_3917f55c,10,50.8,5,10.16,0,0.019685
rand_52ae2610,10,47.2,5,9.44,0,0.021186
rand_66bb0144,10,49.2,5,9.84,0,0.020325
rand_8081ece9,10,47.6,5,9.52,0,0.021008
rand_95a15324,10,49.3,5,9.86,0,0.020284
rand_d37cac81,10,52.5,5,10.5,0,0.019048
rand_7fd51d3c,10,51.0,5,10.2,0,0.019608
rand_99302e24,10,47.9,5,9.58,0,0.020877
rand_f1668284,10,48.9,5,9.78,0,0.02045
rand_8caa611e,10,47.7,5,9.54,0,0.020964
rand_1354cc88,10,46.8,5,9.36,0,0.021368
rand_47a323ad,10,49.1,5,9.82,0,0.020367
rand_4962d0ea,10,50.3,5,10.06,0,0.019881
rand_06dc7a35,10,51.2,5,10.24,0,0.019531
rand_b3772341,10,45.2,5,9.04,0,0.022124
rand_90df4818,10,45.8,5,9.16,0,0.021834
rand_c795cdac,10,51.4,5,10.28,0,0.019455
rand_43c7eae6,10,48.5,5,9.7,0,0.020619
rand_96b01b2c,10,47.2,5,9.44,0,0.021186
rand_33810f90,10,47.6,5,9.52,0,0.021008
rand_db358993,10,49.2,5,9.84,0,0.020325
rand_5273df3b,10,48.8,5,9.76,0,0.020492
rand_4df73d3d,10,49.6,5,9.92,0,0.020161
rand_2060e6b6,10,46.6,5,9.32,0,0.021459
rand_0b7cb073,10,45.8,5,9.16,0,0.021834
rand_746e6688,10,49.1,5,9.82,0,0.020367
rand_d543943c,10,48.2,5,9.64,0,0.020747
rand_b7919582,10,48.9,5,9.78,0,0.02045
rand_5d5df504,10,48.4,5,9.68,0,0.020661
rand_b3f07dfa,10,49.4,5,9.88,0,0.020243
rand_f649e8f4,10,47.5,5,9.5,0,0.021053
rand_e9d6e30e,10,48.8,5,9.76,0,0.020492
rand_a0a23275,10,51.5,5,10.3,0,0.019417
rand_bf26f0d2,10,48.2,5,9.64,0,0.020747
rand_ae218d2f,10,51.0,5,10.2,0,0.019608
rand_99b4c2a2,10,47.2,5,9.44,0,0.021186
rand_0e375296,10,52.9,5,10.58,0,0.018904
rand_7f77fc57,10,45.3,5,9.06,0,0.022075
rand_ed269e70,10,49.1,5,9.82,0,0.020367
rand_84d9bfd7,10,47.7,5,9.54,0,0.020964
rand_357a71bc,10,48.6,5,9.72,0,0.020576
rand_ef8a25a3,10,52.9,5,10.58,0,0.018904
