method,total_solves,avg_total_moves,num_steps,avg_moves_per_step,num_algs,score
mutation_21e5209a,10,60.1,8,7.51,9,0.016639
mutation_0358f7a6,10,48.8,7,6.97,13,0.020492
mutation_eaaa4a72,10,45.9,7,6.56,11,0.021786
mutation_e012cae5,10,49.7,7,7.1,16,0.020121
mutation_8d4a53e1,10,51.5,8,6.44,16,0.019417
mutation_b556c28a,10,47.6,7,6.8,18,0.021008
mutation_9293f413,10,58.7,7,8.39,14,0.017036
mutation_523cecfd,10,53.8,8,6.72,17,0.018587
mutation_2e1d110e,10,61.8,8,7.72,13,0.016181
mutation_e123c59c,10,51.1,8,6.39,19,0.019569
mutation_ef543dd5,10,41.0,7,5.86,0,0.02439
mutation_2178ca37,10,63.6,9,7.07,11,0.015723
mutation_bc5ca22c,10,59.6,8,7.45,17,0.016779
mutation_214d602c,10,50.6,8,6.33,19,0.019763
mutation_6f610013,10,53.3,9,5.92,9,0.018762
mutation_291d0043,10,52.7,8,6.59,13,0.018975
mutation_0685c1cc,10,51.0,7,7.29,20,0.019608
mutation_79152e98,10,57.4,8,7.17,10,0.017422
mutation_aa65c42e,10,59.7,9,6.63,16,0.01675
mutation_c4e384f6,10,62.1,9,6.9,19,0.016103
mutation_e8c4655e,10,41.5,7,5.93,7,0.024096
mutation_85cd775b,10,58.5,8,7.31,4,0.017094
mutation_dcf95f5a,10,55.7,7,7.96,20,0.017953
mutation_bb9b2a57,10,56.3,9,6.26,19,0.017762
mutation_01cc24c0,10,54.8,8,6.85,6,0.018248
mutation_8e8ff26c,10,54.6,9,6.07,14,0.018315
mutation_baa63803,10,62.0,8,7.75,14,0.016129
mutation_f3850a02,10,56.6,8,7.08,17,0.017668
mutation_2b65b36f,10,53.3,8,6.66,12,0.018762
mutation_c5ba57bf,10,63.2,9,7.02,5,0.015823
mutation_f48152ef,10,55.4,8,6.92,13,0.018051
mutation_0c525b2f,10,54.6,9,6.07,14,0.018315
mutation_dcd651b3,10,43.4,7,6.2,0,0.023041
mutation_e6cdd375,10,54.0,8,6.75,15,0.018519
mutation_c163ab57,10,55.8,8,6.97,10,0.017921
mutation_c1aebb82,10,61.5,7,8.79,6,0.01626
mutation_b89d9172,10,54.6,8,6.83,14,0.018315
mutation_8fab1dee,10,49.1,8,6.14,13,0.020367
mutation_b9d02bfa,10,0.0,8,0.0,0,0.0
mutation_e97e9898,10,55.2,9,6.13,9,0.018116
mutation_536b0191,10,51.5,8,6.44,16,0.019417
mutation_6fd5c289,10,59.2,7,8.46,14,0.016892
mutation_74d6ac22,10,52.7,8,6.59,13,0.018975
mutation_7dfb4693,10,60.1,8,7.51,11,0.016639
mutation_42bd01f7,10,56.6,8,7.08,24,0.017668
mutation_4fa59121,10,60.7,9,6.74,20,0.016474
mutation_03f71aa2,10,61.6,8,7.7,9,0.016234
mutation_24e26c3f,10,53.4,8,6.67,19,0.018727
mutation_30e10afb,10,60.4,8,7.55,5,0.016556
mutation_0b434bb7,10,54.6,8,6.83,14,0.018315
mutation_c940166a,10,48.0,8,6.0,13,0.020833
mutation_29d6b4be,10,58.9,8,7.36,20,0.016978
mutation_6ca016f7,10,60.1,9,6.68,20,0.016639
mutation_76e68cda,10,48.6,7,6.94,14,0.020576
mutation_ce7445dc,10,57.1,8,7.14,11,0.017513
mutation_285a7378,10,45.1,7,6.44,8,0.022173
mutation_25866b3b,10,47.6,7,6.8,6,0.021008
mutation_456fa66c,10,49.7,8,6.21,11,0.020121
mutation_38ede1e9,10,54.2,8,6.78,14,0.01845
mutation_31f51b15,10,0.0,8,0.0,0,0.0
mutation_0a3b6172,10,52.8,7,7.54,6,0.018939
mutation_6c80d21a,10,60.3,8,7.54,29,0.016584
mutation_fa07f228,10,47.1,8,5.89,7,0.021231
mutation_74111e83,10,52.5,7,7.5,3,0.019048
mutation_516fe063,10,47.9,8,5.99,16,0.020877
mutation_9aafff04,10,45.3,7,6.47,10,0.022075
mutation_98443213,10,47.6,8,5.95,0,0.021008
mutation_4966f6ff,10,53.1,8,6.64,18,0.018832
mutation_7f8c383f,10,48.9,7,6.99,19,0.02045
mutation_2c3130d0,10,39.8,6,6.63,10,0.025126
mutation_3858b138,10,47.3,8,5.91,11,0.021142
mutation_e71a46bd,10,44.1,8,5.51,0,0.022676
mutation_217428f1,10,51.8,7,7.4,2,0.019305
mutation_69df8997,10,58.7,9,6.52,14,0.017036
mutation_7944f5ce,10,64.5,8,8.06,9,0.015504
mutation_44cef71a,10,62.7,8,7.84,13,0.015949
mutation_cc475ee0,10,55.5,8,6.94,4,0.018018
mutation_3cc3e42d,10,61.5,7,8.79,6,0.01626
mutation_a012a0bb,10,49.0,7,7.0,15,0.020408
mutation_983e51df,10,39.7,7,5.67,0,0.025189
mutation_1ec13957,10,54.6,8,6.83,14,0.018315
mutation_828a71df,10,49.7,7,7.1,16,0.020121
mutation_040d911d,10,48.9,7,6.99,15,0.02045
mutation_5f6b6707,10,55.0,7,7.86,0,0.018182
mutation_3aa2b138,10,53.3,7,7.61,13,0.018762
mutation_46696b88,10,51.9,7,7.41,18,0.019268
mutation_c64a4093,10,59.9,7,8.56,16,0.016694
mutation_350cbbec,10,47.0,7,6.71,2,0.021277
mutation_c8db72c9,10,46.5,7,6.64,4,0.021505
mutation_91d6d034,10,61.9,8,7.74,13,0.016155
mutation_290ed2ce,10,47.9,7,6.84,0,0.020877
mutation_0187a62a,10,41.3,7,5.9,18,0.024213
mutation_1fc524c4,10,48.5,7,6.93,14,0.020619
mutation_171a94e3,10,54.9,7,7.84,15,0.018215
mutation_ab33942f,10,61.1,9,6.79,9,0.016367
mutation_49ff1d3a,10,53.3,9,5.92,9,0.018762
mutation_0d219d7d,10,65.1,8,8.14,18,0.015361
mutation_0494094c,10,49.0,7,7.0,15,0.020408
mutation_8d01bdb5,10,60.8,8,7.6,10,0.016447
mutation_80bda9f8,10,47.6,7,6.8,18,0.021008
mutation_0639074d,10,58.4,9,6.49,11,0.017123
mutation_76471ad1,10,49.7,7,7.1,16,0.020121
mutation_25e39956,10,48.5,7,6.93,14,0.020619
mutation_ec3f72dc,10,47.2,7,6.74,20,0.021186
mutation_6fd86e5f,10,58.9,7,8.41,19,0.016978
mutation_8bafef5a,10,48.6,8,6.08,18,0.020576
mutation_8a279793,10,56.6,8,7.08,17,0.017668
mutation_d3177da8,10,56.6,8,7.08,17,0.017668
mutation_c41778e5,10,59.8,9,6.64,9,0.016722
mutation_78188953,10,60.6,9,6.73,4,0.016502
mutation_b321665f,10,41.4,7,5.91,16,0.024155
mutation_fdca7e18,10,54.4,8,6.8,18,0.018382
mutation_4c50bd26,10,49.7,7,7.1,16,0.020121
mutation_b222c59d,10,33.2,6,5.53,10,0.03012
mutation_6a294c44,10,48.9,7,6.99,3,0.02045
mutation_ae05a331,10,49.5,7,7.07,17,0.020202
mutation_7a282ba5,10,64.5,8,8.06,3,0.015504
mutation_6cb4ec7e,10,60.1,8,7.51,11,0.016639
mutation_b244f33a,10,55.0,7,7.86,0,0.018182
mutation_762f5af4,10,71.5,9,7.94,7,0.013986
mutation_ebb677c4,10,49.7,7,7.1,16,0.020121
mutation_2303dfd8,10,51.6,8,6.45,15,0.01938
mutation_5be8c08e,10,55.8,8,6.97,10,0.017921
mutation_df136411,10,63.2,9,7.02,18,0.015823
mutation_b2cec676,10,56.9,9,6.32,12,0.017575
mutation_2d67e5d2,10,59.0,8,7.38,18,0.016949
mutation_1183044e,10,47.0,8,5.88,8,0.021277
mutation_5ace6b94,10,54.2,8,6.78,16,0.01845
mutation_80acb614,10,57.7,8,7.21,12,0.017331
mutation_c81a60d8,10,54.6,8,6.83,14,0.018315
mutation_de9762f1,10,53.6,8,6.7,11,0.018657
mutation_43965062,10,52.8,7,7.54,6,0.018939
mutation_55aa646b,10,60.3,9,6.7,8,0.016584
mutation_f2a59973,10,61.5,7,8.79,6,0.01626
mutation_e2c76836,10,55.7,7,7.96,19,0.017953
mutation_6351b6a1,10,49.7,7,7.1,16,0.020121
mutation_877937aa,10,62.0,8,7.75,4,0.016129
mutation_d4cd30f2,10,60.8,9,6.76,17,0.016447
mutation_e958bc2d,10,50.4,8,6.3,13,0.019841
mutation_9647178a,10,64.0,7,9.14,8,0.015625
mutation_d79a21a6,10,58.7,8,7.34,12,0.017036
mutation_a3be3e38,10,45.1,7,6.44,8,0.022173
mutation_cef12efd,10,47.7,7,6.81,18,0.020964
mutation_75f10b0f,10,50.9,8,6.36,17,0.019646
mutation_322b0be9,10,47.1,8,5.89,7,0.021231
mutation_26f0984b,10,51.1,8,6.39,18,0.019569
mutation_d13d6de3,10,50.7,8,6.34,9,0.019724
mutation_cc93404e,10,52.0,8,6.5,12,0.019231
mutation_8534e3b5,10,48.7,7,6.96,10,0.020534
mutation_aa120877,10,55.3,8,6.91,14,0.018083
mutation_60ed660f,10,66.2,9,7.36,16,0.015106
mutation_5e971308,10,64.1,8,8.01,16,0.015601
mutation_38cfa184,10,44.3,7,6.33,20,0.022573
mutation_df327673,10,51.7,8,6.46,11,0.019342
mutation_44e8a70f,10,62.0,9,6.89,16,0.016129
mutation_3b6c54f9,10,56.6,8,7.08,17,0.017668
mutation_f9ad3029,10,53.1,8,6.64,18,0.018832
mutation_bdc509db,10,54.2,8,6.78,8,0.01845
mutation_1f0b73c5,10,65.9,9,7.32,7,0.015175
mutation_9cc5667d,10,59.6,8,7.45,17,0.016779
mutation_f12a7f22,10,52.6,7,7.51,6,0.019011
mutation_9fa08759,10,54.6,8,6.83,14,0.018315
mutation_eb63aa67,10,54.7,9,6.08,15,0.018282
mutation_ad2ae2f9,10,53.2,8,6.65,26,0.018797
mutation_bb60e734,10,54.6,8,6.83,14,0.018315
mutation_d59e8e7a,10,54.8,8,6.85,6,0.018248
mutation_ef48e861,10,51.9,7,7.41,18,0.019268
mutation_8809066b,10,64.2,10,6.42,13,0.015576
mutation_f5dcd1cd,10,50.4,8,6.3,22,0.019841
mutation_04dea806,10,53.4,8,6.67,17,0.018727
mutation_24f317ee,10,48.9,7,6.99,16,0.02045
mutation_f29e590e,10,53.8,8,6.72,13,0.018587
mutation_5f370e98,10,48.3,7,6.9,15,0.020704
mutation_8bf7e96e,10,47.7,8,5.96,17,0.020964
mutation_4e5a422a,10,53.1,8,6.64,18,0.018832
mutation_d326f6ad,10,51.0,8,6.38,10,0.019608
mutation_1e0c19ca,10,55.7,7,7.96,19,0.017953
mutation_41a8e2d1,10,53.9,8,6.74,20,0.018553
mutation_7b3e7fb9,10,58.4,9,6.49,11,0.017123
mutation_90329d38,10,52.8,7,7.54,6,0.018939
mutation_60441903,10,55.7,7,7.96,20,0.017953
mutation_20cbabf1,10,60.2,8,7.53,4,0.016611
mutation_0148db1f,10,56.4,8,7.05,15,0.01773
mutation_2aa68016,10,60.4,7,8.63,5,0.016556
mutation_6ffd32e6,10,53.6,8,6.7,11,0.018657
mutation_cd870389,10,43.4,8,5.42,18,0.023041
mutation_9f89598b,10,57.5,9,6.39,19,0.017391
mutation_5a6d0c37,10,64.1,8,8.01,16,0.015601
mutation_20f2cebe,10,56.6,8,7.08,17,0.017668
mutation_77908222,10,51.8,7,7.4,10,0.019305
mutation_0ac5f08e,10,48.9,7,6.99,16,0.02045
mutation_ff9f9a29,10,54.9,7,7.84,15,0.018215
mutation_30403111,10,59.3,8,7.41,9,0.016863
mutation_2e767482,10,61.7,9,6.86,17,0.016207
mutation_0afb54c1,10,51.1,7,7.3,13,0.019569
mutation_be54da9c,10,54.6,8,6.83,14,0.018315
mutation_aff8b082,10,59.3,8,7.41,14,0.016863
mutation_5055569c,10,54.2,8,6.78,16,0.01845
mutation_962f4004,10,47.7,8,5.96,17,0.020964
mutation_bdc8fb40,10,50.3,7,7.19,6,0.019881
mutation_93948016,10,55.8,8,6.97,10,0.017921
mutation_992f0202,10,66.4,8,8.3,8,0.01506
mutation_1d88c1d6,10,47.6,8,5.95,0,0.021008
mutation_fce04114,10,52.5,7,7.5,11,0.019048
mutation_5f0aa47d,10,56.2,8,7.03,9,0.017794
mutation_cc470633,10,56.2,8,7.03,9,0.017794
mutation_e9f2da49,10,55.7,7,7.96,19,0.017953
mutation_32a7ff85,10,54.0,8,6.75,7,0.018519
mutation_6ff173c6,10,39.8,6,6.63,10,0.025126
mutation_6ad069bc,10,62.8,8,7.85,5,0.015924
mutation_35eb7f4f,10,52.5,7,7.5,11,0.019048
mutation_60311f0a,10,59.4,7,8.49,20,0.016835
mutation_8e81aa71,10,55.2,8,6.9,5,0.018116
mutation_e87092c6,10,60.2,8,7.53,2,0.016611
mutation_6caebd58,10,62.4,8,7.8,10,0.016026
mutation_b75d5a77,10,60.8,8,7.6,10,0.016447
mutation_d176cc22,10,48.9,7,6.99,15,0.02045
mutation_2ad39347,10,47.2,7,6.74,19,0.021186
mutation_f163b4a2,10,46.1,8,5.76,12,0.021692
mutation_ec0fc305,10,64.1,8,8.01,16,0.015601
mutation_0c164d30,10,44.7,8,5.59,9,0.022371
mutation_522c7eef,10,41.0,7,5.86,8,0.02439
mutation_83ee6a6d,10,55.2,9,6.13,9,0.018116
mutation_ae41c6f5,10,49.5,8,6.19,12,0.020202
mutation_cd91f352,10,52.0,7,7.43,10,0.019231
mutation_62b5fa6f,10,49.4,7,7.06,12,0.020243
mutation_eb71c2b9,10,59.9,8,7.49,24,0.016694
mutation_15b1bd68,10,50.4,7,7.2,13,0.019841
mutation_7335f8e2,10,46.8,7,6.69,12,0.021368
mutation_33ce2f5d,10,48.6,7,6.94,18,0.020576
mutation_50352bfd,10,64.1,8,8.01,16,0.015601
mutation_0fb2ebf0,10,48.8,7,6.97,13,0.020492
mutation_a42c7375,10,51.9,7,7.41,18,0.019268
mutation_668b2d88,10,53.4,8,6.67,24,0.018727
mutation_96b41ccf,10,62.3,8,7.79,10,0.016051
mutation_5c0c7167,10,58.1,8,7.26,18,0.017212
mutation_e05b6735,10,63.2,9,7.02,18,0.015823
mutation_878fbe14,10,53.9,8,6.74,20,0.018553
mutation_cb765c32,10,60.0,8,7.5,6,0.016667
mutation_108c43a6,10,51.9,7,7.41,18,0.019268
CFOP,600,51.69,7,7.38,88,0.019346
mutation_9bc94f2b,10,54.8,8,6.85,6,0.018248
mutation_3168a099,10,56.9,8,7.11,13,0.017575
mutation_b24b3a04,10,56.6,8,7.08,17,0.017668
mutation_4d5ead40,10,53.4,8,6.67,10,0.018727
mutation_ac92010d,10,58.8,9,6.53,9,0.017007
mutation_6cfa9e0d,10,36.5,7,5.21,9,0.027397
mutation_cd3d1476,10,55.4,8,6.92,13,0.018051
mutation_3a767c4f,10,54.6,8,6.83,14,0.018315
mutation_25fbb0fb,10,59.7,8,7.46,18,0.01675
mutation_0f111fdf,10,52.2,7,7.46,20,0.019157
mutation_54be1ff1,10,55.8,8,6.97,10,0.017921
mutation_dafc29ec,10,51.8,8,6.47,9,0.019305
mutation_498d8e59,10,42.7,8,5.34,12,0.023419
mutation_52395aab,10,51.8,8,6.47,11,0.019305
mutation_21d5be3e,10,33.4,6,5.57,0,0.02994
mutation_e85a395a,10,53.8,8,6.72,12,0.018587
mutation_6b5a47b7,10,51.3,7,7.33,11,0.019493
mutation_ed9f5303,10,51.9,8,6.49,15,0.019268
mutation_d4a7e2c5,10,60.6,9,6.73,4,0.016502
mutation_1135ff76,10,56.2,8,7.03,15,0.017794
mutation_4b275354,10,37.5,6,6.25,8,0.026667
mutation_ca3a5ef4,10,54.0,8,6.75,15,0.018519
mutation_6d2460a8,10,53.3,8,6.66,12,0.018762
mutation_ea20597e,10,51.6,8,6.45,18,0.01938
mutation_ea4cf281,10,49.0,7,7.0,15,0.020408
mutation_2ddef41f,10,38.1,7,5.44,5,0.026247
mutation_b10d7460,10,52.3,8,6.54,9,0.01912
mutation_e641d14c,10,52.5,7,7.5,3,0.019048
mutation_f50b40ab,10,63.0,8,7.88,19,0.015873
mutation_a779416a,10,53.8,8,6.72,3,0.018587
mutation_9fb88b15,10,54.8,8,6.85,6,0.018248
mutation_73631e2a,10,61.5,7,8.79,6,0.01626
mutation_2328a7ae,10,65.3,7,9.33,23,0.015314
mutation_c827ed91,10,50.2,8,6.28,18,0.01992
mutation_b01cdfe0,10,49.7,7,7.1,16,0.020121
mutation_c560f473,10,54.6,8,6.83,14,0.018315
mutation_98deab6b,10,44.8,7,6.4,10,0.022321
mutation_1d021ba7,10,57.5,8,7.19,7,0.017391
mutation_194eaf3a,10,62.5,9,6.94,12,0.016
mutation_950b0152,10,58.1,9,6.46,22,0.017212
mutation_17c18cc9,10,54.6,8,6.83,14,0.018315
ZZ,775,50.99,7,7.28,32,0.019612
mutation_3d5f7823,10,58.1,9,6.46,22,0.017212
ZZ,775,50.99,7,7.28,494,0.019612
